0.010660,23.655287
0.221561,23.695646
0.432378,23.635124
0.643172,23.662011
0.853965,23.631765
1.064762,23.531124
1.275559,23.537825
1.486353,23.618330
1.697147,23.494292
1.907938,23.604901
2.118733,23.618330
2.329533,23.511029
2.540339,23.618330
2.751138,23.527774
2.961932,23.467529
3.172724,23.561288
3.383526,23.477563
3.594330,23.567994
3.805129,23.638484
4.015932,23.547879
4.226734,23.470873
4.437535,23.581410
4.648336,23.541176
4.859136,23.756263
5.069935,23.996282
5.280739,23.986112
5.491548,25.229726
5.702310,26.663021
5.913073,27.288818
6.123838,28.348428
6.334595,28.639574
6.545357,29.017552
6.756125,29.666646
6.966886,30.081855
7.177649,30.244396
7.388440,30.746584
7.599200,30.898333
7.809959,30.988658
8.020724,31.378798
8.231488,31.357127
8.442251,31.707395
8.653012,32.010555
8.863773,31.927565
9.074532,32.313515
9.285294,32.252220
9.496058,32.129601
9.706842,32.454095
9.917604,31.804858
10.128366,31.750714
10.339128,31.895087
10.549889,31.862606
10.760649,31.732665
10.971410,31.642410
11.182169,31.501588
11.392932,31.404079
11.603695,31.425749
11.814454,31.328232
12.025214,31.393244
12.235975,31.458252
12.446740,31.306560
12.657498,31.378798
